Model,Brand,Price,Odometer,Paint color,Condition,Fuel,Transmission,Type
2015,Ford,$34990,48930,silver,good,other,other,pickup
2017,Toyota,$39990,36207,white,good,other,automatic,pickup
2016,Cadillac,$31590,17216,silver,good,other,other,sedan
2019,Volkswagen,$30990,8399,white,good,other,other,sedan
2015,Nissan,$24590,47782,white,good,gas,other,pickup
2015,Ford,$34990,48930,silver,good,other,other,pickup
1998,ford,$2950,269990,green,good,gas,automatic,truck
2019,Nissan,$19990,11322,white,good,gas,automatic,sedan
2013,Chevrolet,$27990,75249,white,good,gas,other,pickup
2014,Toyota,$25590,49941,white,good,gas,other,pickup
2012,Toyota,$32590,51356,red,good,gas,other,pickup
2014,Volkswagen,$20990,42327,brown,good,other,automatic,hatchback
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2018,Kia,$18590,21567,black,good,gas,other,sedan
2013,Honda,$22990,22140,red,good,other,other,coupe
2012,Toyota,$32590,51356,red,good,gas,other,pickup
2014,Chevrolet,$32590,31391,white,good,other,automatic,pickup
2016,Chevrolet,$36990,31397,red,good,gas,automatic,pickup
2020,Ford,$32590,4302,blue,good,gas,other,pickup
2012,Cadillac,$24590,39879,blue,good,gas,other,coupe
2011,Ford,$17990,64455,blue,good,other,other,pickup
2016,Chevrolet,$36990,31397,red,good,gas,automatic,pickup
2000,ford,$6250,111000,grey,good,gas,automatic,truck
2003,Blazer,$3500,190000,brown,good,gas,automatic,SUV
2004,Pontiac,$2500,167000,silver,fair,gas,automatic,sedan
2003,Oldsmobile,$2950,187000,white,good,gas,automatic,mini-van
2007,2007,$6200,190000,red,good,gas,automatic,SUV
2019,Chevrolet,$48995,91159,white,good,diesel,automatic,pickup
2017,RAM,$36995,95294,white,good,gas,automatic,pickup
2019,Chevrolet,$36995,100774,white,good,gas,automatic,pickup
2005,toyota,$2500,266354,silver,good,gas,automatic,sedan
1973,dodge,$17500,24800,red,good,gas,manual,coupe
2005,pontiac,$3000,253123,grey,good,gas,automatic,sedan
2005,chevrolet,$15000,285000,white,good,diesel,automatic,truck
2013,Ford,$11500,116000,grey,good,gas,automatic,SUV
2002,ford,$1500,223812,silver,fair,gas,automatic,SUV
1987,1987,$13000,59600,red,good,gas,manual,hatchback
1993,thomas,$12000,1,yellow,good,diesel,automatic,bus
2002,mitsubishi,$2700,161000,silver,good,gas,automatic,sedan
2006,ford,$7000,223000,brown,good,gas,automatic,truck
1969,ford,$4000,1932,black,good,gas,manual,coupe
2005,volvo,$2800,155000,white,good,gas,automatic,sedan
2014,Chevy,$7400,110000,black,good,gas,automatic,SUV
2010,Honda,$9950,164942,grey,good,gas,automatic,SUV
2000,ford,$8000,200000,white,good,diesel,automatic,pickup
2017,Ford,$34900,98000,black,good,gas,automatic,SUV
2017,Ford,$34900,98000,black,good,gas,automatic,SUV
2000,isuzu,$2000,217522,silver,fair,gas,automatic,SUV
2017,Ford,$34900,98000,black,good,gas,automatic,SUV
2017,Ford,$34900,98000,black,good,gas,automatic,SUV
2017,Ford,$34900,98000,black,good,gas,automatic,SUV
2017,Ford,$34900,98000,black,good,gas,automatic,SUV
2006,Hyundai,$3200,150000,silver,good,gas,automatic,sedan
2017,Ford,$34900,98000,black,good,gas,automatic,SUV
2017,Ford,$34900,98000,black,good,gas,automatic,SUV
2017,Ford,$34900,98000,black,good,gas,automatic,SUV
2013,Freightliner,$41500,726000,white,good,diesel,manual,truck
2010,subaru,$7900,120000,brown,good,gas,automatic,sedan
2011,subaru,$7900,101404,red,good,gas,manual,sedan
2006,ford,$1500,200000,green,good,gas,automatic,sedan
2005,toyota,$4300,240000,silver,good,gas,automatic,SUV
1999,gmc,$4000,179000,red,good,gas,automatic,SUV
1988,Chevrolet,$8995,80855,brown,good,gas,manual,SUV
1981,Chevrolet,$24995,21847,red,good,gas,automatic,coupe
2013,Buick,$6950,149088,black,fair,gas,automatic,SUV
2018,Jeep,$37995,45000,white,good,gas,automatic,wagon
2014,Chrysler,$4900,121700,grey,good,gas,automatic,sedan
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
2003,toyota,$6990,267400,white,good,gas,automatic,truck
