,Model,Brand,Price,Odometer,Paint color,Condition,Fuel,Transmission,Type
1270,2012,chevrolet,4000.0,162000,white,good,gas,automatic,sedan
1271,2007,Toyota,18500.0,142800,black,good,gas,automatic,truck
1272,2010,jeep,13000.0,125000,black,good,gas,automatic,SUV
1273,2014,gmc,20000.0,179219,white,good,gas,automatic,pickup
1274,2002,Bmw,5000.0,176193,silver,good,gas,manual,coupe
1275,2001,chevy,4000.0,294000,white,fair,gas,automatic,van
1276,2001,2001,2500.0,274800,white,fair,gas,automatic,sedan
1277,2004,dodge,3500.0,200000,black,good,gas,automatic,truck
1278,2005,2005,3500.0,157856,white,good,gas,automatic,SUV
1279,2006,lexus,4900.0,184309,green,good,gas,automatic,SUV
1280,1994,chevy,9400.0,86000,white,good,gas,automatic,van
1281,1997,bmw,9900.0,54000,blue,good,gas,manual,convertible
1282,1978,Saab,1499.0,79000,green,good,gas,manual,sedan
1283,2004,2004,7500.0,20,purple,good,gas,automatic,sedan
1284,2007,dodge,17000.0,325000,grey,good,diesel,automatic,pickup
1285,2008,saab,3500.0,140372,silver,good,gas,manual,sedan
1286,2014,Volkswagen,9000.0,145000,grey,good,gas,automatic,sedan
1287,1985,ford,6000.0,123456,black,good,gas,manual,hatchback
1288,2015,nissan,10950.0,70900,black,good,gas,automatic,sedan
1289,2007,toyota,6000.0,215000,grey,good,gas,automatic,SUV
1290,2006,audi,7000.0,105000,red,good,gas,manual,sedan
1291,2011,subaru,8250.0,152500,black,fair,gas,automatic,SUV
1292,2006,kia,3900.0,114000,green,good,gas,automatic,SUV
1293,2007,toyota,9000.0,90300,silver,good,gas,automatic,sedan
1294,1966,ford,20000.0,37763,red,good,gas,automatic,coupe
1295,2009,chevrolet,4900.0,340000,white,good,gas,automatic,sedan
1296,1996,1996,2250.0,108000,white,good,gas,manual,wagon
1297,2009,cadillac,14999.0,145000,blue,good,hybrid,automatic,SUV
1298,2000,pontiac,1100.0,219002,silver,fair,gas,automatic,sedan
1299,2006,toyota,9000.0,228000,white,good,gas,automatic,SUV
1300,1999,BMW,6500.0,189000,white,good,gas,automatic,sedan
1301,2013,chevy,5600.0,93049,blue,good,gas,automatic,sedan
1302,2008,dodge,14000.0,250000,blue,good,diesel,manual,truck
1303,1968,ford,7500.0,133500,blue,good,gas,automatic,pickup
1304,1983,ford,3900.0,149000,white,good,gas,manual,truck
1305,2019,Subaru,25899.0,99580,green,good,gas,automatic,hatchback
1306,2017,Toyota,33499.0,93490,white,good,gas,automatic,pickup
1307,2016,Toyota,33499.0,98839,white,good,gas,automatic,pickup
1308,2017,Genesis,29990.0,39160,blue,good,other,other,sedan
1309,2018,Chrysler,35590.0,4824,black,good,gas,other,van
1310,2018,Hyundai,22990.0,41146,white,good,other,automatic,hatchback
1311,2017,Nissan,33990.0,46494,white,good,gas,other,pickup
1312,2016,smart,16990.0,33944,black,good,other,automatic,coupe
1313,2015,Toyota,19990.0,50223,blue,good,gas,automatic,hatchback
1314,2013,Scion,22990.0,38315,orange,good,other,manual,coupe
1315,2012,Chevrolet,36590.0,32783,white,good,other,automatic,coupe
1316,2020,Mercedes-Benz,37990.0,9100,black,good,other,other,sedan
1317,2015,Nissan,18590.0,52158,white,good,gas,automatic,hatchback
1318,2013,honda,13900.0,47992,grey,good,gas,automatic,sedan
1319,2019,Honda,27990.0,3341,white,good,gas,automatic,sedan
1320,2014,Scion,20590.0,8578,blue,good,gas,other,coupe
1321,1999,toyota,11500.0,175400,red,good,gas,manual,pickup
1322,2021,Hyundai,35990.0,6267,white,good,other,other,sedan
1323,2012,Lexus,31590.0,45862,white,good,other,automatic,sedan
1324,2014,Ford,19990.0,36300,silver,good,gas,automatic,sedan
1325,2017,Honda,32990.0,39449,black,good,other,other,pickup
1326,2013,MAZDA,16590.0,64285,silver,good,gas,automatic,van
1327,2017,Honda,24990.0,12841,blue,good,other,automatic,hatchback
1328,2009,jeep,14500.0,146650,red,good,gas,automatic,SUV
1329,2020,Toyota,35990.0,1532,green,good,other,other,coupe
1330,2017,Volkswagen,24990.0,47464,black,good,other,automatic,wagon
1331,2018,Chevrolet,36990.0,26406,black,good,gas,automatic,pickup
1332,2012,Hyundai,20990.0,10910,silver,good,other,automatic,sedan
1333,2017,ford,46500.0,70000,black,good,gas,automatic,pickup
1334,2017,Honda,26590.0,39000,silver,good,gas,other,coupe
1335,2010,Mercedes-Benz,18990.0,74120,silver,good,hybrid,automatic,sedan
1336,2018,Buick,27590.0,27026,red,good,gas,other,wagon
1337,2014,Audi,27990.0,53429,silver,good,other,automatic,wagon
1338,2016,Scion,17590.0,44551,black,good,gas,other,sedan
1339,2014,Volkswagen,18590.0,44145,black,good,gas,automatic,sedan
1340,2018,MAZDA,30590.0,10008,blue,good,gas,other,convertible
1341,2019,Ford,34590.0,12878,blue,good,other,other,pickup
1342,2008,chrysler,2900.0,138000,white,good,gas,automatic,coupe
1343,2009,jeep,1200.0,203800,green,fair,gas,automatic,SUV
1344,2007,Toyota,15000.0,191000,green,good,gas,automatic,pickup
1345,1997,ford,1.0,190000,custom,good,gas,automatic,SUV
1346,2006,Dodge,8700.0,189800,grey,good,gas,automatic,pickup
1347,1973,1973,13000.0,15000,blue,good,gas,automatic,truck
1348,2011,ford,10999.0,160800,white,good,other,automatic,pickup
1349,2014,dodge,10500.0,190000,black,good,gas,automatic,truck
1350,1998,Audi,2300.0,121000,purple,fair,gas,automatic,sedan
1351,2006,2006,7000.0,190000,black,fair,gas,automatic,pickup
1352,1988,ford,6250.0,35000,brown,good,gas,automatic,pickup
1353,2015,Kia,8800.0,96674,black,good,gas,automatic,sedan
1354,2001,GMC,15000.0,266480,red,good,diesel,manual,truck
1355,1981,chevy,8500.0,642,orange,good,gas,manual,pickup
1356,2012,Ford,22299.0,94931,red,good,gas,automatic,truck
1357,2014,Nissan,14299.0,75487,white,good,gas,automatic,sedan
1358,2013,Dodge,12299.0,102898,red,good,gas,automatic,van
1359,2008,Jeep,18299.0,121692,silver,good,gas,automatic,SUV
1360,2012,GMC,22899.0,84305,grey,good,gas,automatic,SUV
1361,1993,ford,2450.0,1900000,white,fair,gas,manual,truck
1362,2010,Honda,1800.0,120880,blue,fair,gas,automatic,SUV
1363,2001,subaru,2500.0,212118,green,good,gas,automatic,wagon
1364,2006,lexus,9995.0,157800,white,good,hybrid,automatic,SUV
1365,2008,2008,6500.0,200000,white,good,gas,automatic,SUV
1366,2006,honda,5750.0,190000,brown,good,gas,automatic,SUV
1367,2005,toyota,11500.0,208555,black,good,gas,automatic,truck
1368,1961,ford,5000.0,1111,white,good,gas,automatic,sedan
1369,1974,Ford,7900.0,68000,blue,good,gas,manual,truck
1370,1987,chevy,7900.0,99800,red,good,gas,automatic,truck
1371,2005,Chevrolet,6900.0,202711,white,good,gas,automatic,SUV
1372,2004,Toyota,4200.0,207194,grey,good,gas,automatic,sedan
1373,2007,2007,7000.0,180000,grey,good,gas,automatic,SUV
1374,1995,1995,999.0,200000,blue,fair,gas,automatic,sedan
1375,2000,2000,2777.0,200000,white,fair,gas,automatic,pickup
1376,2016,Ford,24500.0,134000,grey,good,gas,automatic,pickup
1377,2009,subaru,2900.0,191000,silver,good,gas,automatic,sedan
1378,2005,Dodge,17499.0,88500,black,good,gas,automatic,truck
1379,2016,2016,31799.0,84248,red,good,gas,automatic,truck
1380,2004,chevy,18500.0,247000,white,fair,diesel,automatic,truck
1381,2018,2018,33999.0,83484,white,good,gas,automatic,truck
1382,2009,2009,4500.0,134979,red,good,gas,automatic,sedan
1383,2008,gmc,8750.0,172000,white,good,gas,automatic,truck
1384,1962,mercury,7495.0,15980,red,good,gas,manual,sedan
1385,2006,gmc,6799.0,248000,black,good,gas,automatic,SUV
1386,2003,land,6799.0,156000,green,good,gas,automatic,SUV
1387,2011,kia,12500.0,90842,red,good,gas,automatic,SUV
1388,1964,chevy,5400.0,6,blue,good,gas,manual,convertible
1389,1999,toyota,7995.0,340000,grey,good,gas,automatic,SUV
1390,2010,mazda,9800.0,140000,black,good,gas,manual,hatchback
1391,2010,Mercedes-Benz,8495.0,155155,custom,good,gas,automatic,sedan
1392,2007,Honda,9995.0,156838,blue,good,gas,automatic,SUV
1393,2016,2016,25999.0,91288,black,good,gas,automatic,SUV
1394,2011,Jeep,12500.0,147000,silver,good,gas,automatic,SUV
1395,1999,Lincoln,4100.0,135000,blue,good,gas,automatic,sedan
1396,2012,honda,13000.0,72262,white,good,hybrid,automatic,sedan
1397,2005,ford,16500.0,192612,black,good,diesel,automatic,truck
1398,2000,ford,8000.0,171000,white,good,gas,automatic,SUV
1399,2006,dodge,29999.0,144120,white,good,diesel,automatic,van
1400,2003,toyota,11000.0,197600,silver,good,gas,automatic,SUV
1401,1998,mazda,2745.0,132400,grey,fair,gas,automatic,truck
1402,1995,1995,9500.0,183000,white,fair,gas,automatic,SUV
1403,2005,chevrolet,4500.0,225300,silver,good,gas,automatic,SUV
1404,1997,ford,500.0,357213,white,fair,gas,manual,pickup
1405,1966,Ford,12500.0,96000,blue,good,gas,manual,pickup
1406,2004,chevy,5999.0,216070,grey,good,gas,automatic,SUV
1407,2003,chevrolet,5300.0,149898,grey,good,gas,automatic,SUV
1408,2008,buick,4500.0,201086,brown,good,gas,automatic,SUV
1409,1994,chevy,2900.0,169500,blue,good,gas,automatic,truck
1410,2013,Nissan,10000.0,130600,white,good,gas,automatic,SUV
1411,2003,subaru,5700.0,135000,black,good,gas,automatic,SUV
1412,2004,mazda,2950.0,176000,grey,good,gas,automatic,mini-van
1413,2004,Honda,2000.0,214353,grey,fair,gas,automatic,mini-van
1414,2007,subaru,15000.0,184000,silver,good,gas,manual,wagon
1415,1999,jeep,2750.0,191000,brown,fair,gas,automatic,SUV
1416,2007,subaru,3500.0,181686,black,good,gas,manual,hatchback
1417,2001,ford,12750.0,119580,white,good,gas,automatic,pickup
1418,1999,chevrolet,3800.0,240000,red,good,gas,automatic,pickup
1419,2011,ram,18500.0,175574,white,good,gas,automatic,truck
1420,2000,dodge,950.0,357554,white,fair,gas,automatic,pickup
1421,2012,hyundai,7999.0,129922,red,good,gas,manual,hatchback
1422,2002,dodge,6500.0,57811,brown,good,gas,automatic,pickup
1423,2015,kia,10999.0,155835,black,good,gas,automatic,SUV
1424,1976,Ford,8700.0,2426,blue,good,gas,manual,truck
1425,2000,Ford,6300.0,250000,white,good,diesel,automatic,truck
1426,1993,ford,5000.0,210000,silver,good,gas,automatic,truck
1427,1957,Chevy,32500.0,1500,green,good,gas,automatic,sedan
1428,2004,dodge,1200.0,217383,white,good,gas,manual,pickup
1429,1998,ford,600.0,200669,blue,salvage,gas,automatic,van
1430,1992,chevorlet,8000.0,1,white,fair,gas,automatic,truck
1431,2008,toyota,5000.0,143638,silver,good,hybrid,automatic,hatchback
1432,2003,chevy,2000.0,152503,black,good,gas,automatic,SUV
1433,2000,Jeep,6800.0,123456,grey,good,gas,automatic,SUV
1434,2006,Kia,4000.0,185510,blue,good,gas,automatic,mini-van
1435,2013,gmc,18490.0,190877,white,good,gas,automatic,van
1436,2000,Toyota,17000.0,199359,white,good,gas,automatic,SUV
1437,2009,chevy,6900.0,85000,brown,good,gas,automatic,SUV
1438,2014,toyota,24999.0,112000,white,good,gas,automatic,truck
1439,1999,1999,3750.0,205118,brown,good,gas,automatic,SUV
1440,2006,chrysler,2900.0,123000,black,fair,gas,automatic,sedan
1441,2011,subaru,15000.0,133300,grey,good,gas,manual,sedan
1442,1991,1991,4600.0,99597,red,good,gas,automatic,sedan
1443,2002,2002,3850.0,177368,silver,good,gas,automatic,sedan
1444,2001,mazda,1950.0,201000,red,good,gas,manual,SUV
1445,1971,Chevrolet,33500.0,89636,blue,good,gas,automatic,coupe
1446,1996,Dodge,4700.0,166280,white,good,gas,automatic,van
1447,2006,dodge,14999.0,81800,white,good,gas,automatic,mini-van
1448,1999,Nissan,2250.0,195675,silver,fair,gas,automatic,SUV
1449,1996,ford,4500.0,111000,red,good,gas,automatic,truck
1450,2005,porsche,3200.0,163000,purple,good,gas,automatic,SUV
1451,2002,2002,2200.0,142365,red,fair,gas,automatic,coupe
1452,1995,GMC,2500.0,330000,white,good,gas,automatic,pickup
1453,2013,Honda,13000.0,121241,red,good,gas,automatic,SUV
1454,1982,nissan,3300.0,132583,brown,fair,gas,automatic,coupe
1455,2002,bmw,3500.0,143863,red,good,gas,automatic,wagon
1456,2018,Ram,37950.0,98511,white,good,gas,automatic,van
1457,2012,dodge,27500.0,192000,white,fair,diesel,automatic,pickup
1458,1974,chevrolet,10000.0,91000,red,fair,gas,manual,convertible
1459,2001,honda,4500.0,186000,silver,good,gas,manual,SUV
1460,1999,1999,5500.0,194000,white,fair,gas,automatic,truck
1461,2010,2010,15000.0,148566,blue,good,gas,automatic,pickup
1462,1993,oldsmobile,6000.0,137026,black,fair,gas,automatic,convertible
1463,2006,2006,15500.0,164896,white,good,gas,automatic,truck
1464,1964,gmc,9995.0,97500,custom,good,gas,manual,pickup
1465,1994,ford,3500.0,105281,white,good,gas,manual,pickup
1466,2015,hyundai,2500.0,90000,silver,fair,gas,automatic,sedan
1467,2013,Chevrolet,17991.0,142539,white,good,gas,automatic,truck
1468,2012,Subaru,15497.0,67621,grey,good,gas,automatic,sedan
1469,2017,Ford,24491.0,109232,white,good,gas,automatic,SUV
1470,2006,Mitsubishi,8997.0,144664,grey,good,gas,automatic,truck
1471,2014,Toyota,33491.0,95161,blue,good,gas,automatic,truck
1472,1998,subaru,2200.0,235000,red,good,gas,automatic,hatchback
1473,2003,toyota,7600.0,331900,silver,good,gas,manual,truck
1474,2000,dodge,400.0,256000,black,salvage,gas,automatic,mini-van
1475,1999,ford,2500.0,190000,green,good,gas,automatic,SUV
1476,2006,dodge,2999.0,190000,blue,good,gas,automatic,SUV
1477,2021,Honda,35547.0,34993,white,good,other,automatic,sedan
1478,2021,Honda,41597.0,4540,white,good,other,automatic,van
1479,2013,cadillac,19500.0,36938,silver,good,gas,automatic,sedan
1480,2004,dodge,14500.0,510,white,good,diesel,manual,truck
1481,2021,Nissan,30990.0,5800,black,good,other,automatic,sedan
1482,2020,Hyundai,24590.0,1834,white,good,gas,other,coupe
1483,2019,Alfa,34990.0,20102,white,good,gas,other,hatchback
1484,2015,honda,12900.0,143525,white,good,gas,automatic,sedan
1485,2016,Chevrolet,15990.0,72814,black,good,gas,other,sedan
1486,2013,Hyundai,21990.0,23471,black,good,gas,automatic,coupe
1487,2010,Porsche,37990.0,41219,white,good,other,other,coupe
1488,2014,chevrolet,22877.0,139269,silver,good,gas,automatic,SUV
1489,2014,Buick,19990.0,32033,black,good,gas,other,sedan
1490,2005,mercury,1995.0,147300,silver,good,gas,automatic,sedan
1491,2017,Ford,34990.0,11533,white,good,gas,other,van
1492,2015,Buick,20990.0,22462,black,good,other,other,sedan
1493,2005,ford,7999.0,108867,white,good,gas,automatic,truck
1494,2021,Nissan,28990.0,10069,white,good,gas,automatic,sedan
1495,2013,Ford,15500.0,120500,grey,good,gas,automatic,SUV
1496,2017,Buick,23590.0,22039,silver,good,gas,other,sedan
1497,2015,Chevrolet,18990.0,20707,black,good,gas,automatic,sedan
1498,2021,Nissan,29590.0,4313,black,good,other,automatic,sedan
1499,2021,Nissan,29990.0,4213,white,good,other,automatic,sedan
1500,2017,Buick,19590.0,74732,black,good,gas,other,sedan
1501,2019,Nissan,32990.0,6323,red,good,gas,automatic,sedan
1502,2019,Hyundai,24590.0,5547,white,good,gas,other,coupe
1503,2014,Chevrolet,17590.0,37083,black,good,gas,other,sedan
1504,2016,Subaru,24990.0,43404,silver,good,other,automatic,hatchback
1505,2018,Alfa,32990.0,22790,silver,good,gas,other,hatchback
1506,2015,Chevrolet,17590.0,45767,white,good,other,other,sedan
1507,2015,Chevrolet,16990.0,48363,white,good,other,other,sedan
1508,2001,mercedes,3200.0,119865,black,fair,gas,manual,convertible
1509,1992,Toyota,13995.0,295000,white,good,gas,automatic,truck
1510,2006,lincoln,3750.0,180000,white,good,gas,automatic,SUV
1511,2006,scion,3600.0,170000,white,good,gas,automatic,hatchback
1512,2003,toyota,9500.0,205000,white,good,gas,automatic,SUV
1513,2005,Honda,3400.0,123000,black,good,gas,automatic,mini-van
1514,2015,Volkswagen,20990.0,46243,black,good,gas,automatic,sedan
1515,2015,Volkswagen,22990.0,42470,white,good,gas,other,sedan
1516,2014,GMC,30990.0,9390,white,good,gas,other,pickup
1517,2013,Honda,29590.0,35896,silver,good,gas,other,pickup
1518,2018,Lexus,38990.0,19759,white,good,other,other,sedan
1519,2018,Chevrolet,38990.0,22846,red,good,other,automatic,pickup
1520,2021,Hyundai,35990.0,4935,black,good,other,other,sedan
1521,2019,Honda,37590.0,15025,silver,good,gas,other,pickup
1522,2021,Kia,33590.0,6936,blue,good,other,other,sedan
1523,2018,Chevrolet,38590.0,1735,blue,good,other,other,pickup
1524,2018,Chevrolet,37990.0,7556,blue,good,other,automatic,pickup
1525,2020,GMC,33590.0,7883,white,good,other,other,pickup
1526,2011,MINI,16990.0,40535,red,good,other,other,hatchback
1527,2021,Kia,31990.0,3796,white,good,other,other,sedan
1528,2014,Lexus,27590.0,62789,silver,good,gas,other,sedan
1529,2013,MINI,21990.0,22581,white,good,other,other,hatchback
1530,2002,cadillac,4400.0,165196,black,good,gas,automatic,coupe
1531,2003,dodge,6900.0,207000,blue,good,gas,automatic,pickup
1532,2005,dodge,6000.0,210000,black,fair,gas,automatic,pickup
1533,2015,volkswagen,13999.0,91000,grey,good,gas,automatic,sedan
1534,1998,chevy,7500.0,222000,custom,good,gas,manual,truck
1535,1998,jeep,10500.0,140000,black,good,gas,manual,SUV
1536,2006,chevy,7500.0,265000,black,good,gas,automatic,pickup
1537,2003,ford,5800.0,269000,red,good,gas,automatic,truck
1538,2004,buick,3650.0,109000,silver,good,gas,automatic,sedan
1539,1986,dodge,2500.0,79000,blue,good,gas,automatic,pickup
1540,2006,Mazda,5000.0,130000,silver,good,gas,manual,wagon
1541,1991,nissan,8500.0,149000,white,good,gas,automatic,hatchback
1542,2007,lexus,1500.0,102000,custom,good,gas,automatic,sedan
1543,2012,Ford,29990.0,54495,red,good,other,other,pickup
1544,2014,BMW,19590.0,31000,black,good,other,other,hatchback
1545,2018,Nissan,16590.0,18822,silver,good,other,other,sedan
1546,2010,Toyota,18990.0,74098,white,good,other,other,pickup
1547,2018,Subaru,32990.0,11898,white,good,gas,other,sedan
1548,2017,Toyota,31990.0,23793,white,good,gas,other,pickup
1549,2016,Hyundai,17990.0,80528,blue,good,gas,automatic,sedan
1550,2016,Nissan,17990.0,28258,white,good,other,automatic,hatchback
1551,2016,Toyota,15990.0,29810,silver,good,other,other,coupe
1552,2018,Subaru,37990.0,26649,blue,good,other,other,sedan
1553,2018,Genesis,35990.0,17091,silver,good,other,other,sedan
1554,2013,Dodge,23990.0,51376,black,good,other,other,sedan
1555,2018,Volvo,28990.0,14565,red,good,other,other,sedan
1556,2018,MAZDA,24590.0,19765,silver,good,other,other,hatchback
1557,2019,Subaru,25990.0,16972,white,good,gas,automatic,sedan
1558,2018,Acura,34990.0,34324,white,good,other,automatic,sedan
1559,2020,Nissan,29990.0,1178,silver,good,gas,other,pickup
1560,2017,Audi,32990.0,19469,white,good,gas,automatic,sedan
1561,2020,Ram,38990.0,6311,white,good,other,other,pickup
1562,2013,Ford,17990.0,93693,white,good,other,other,pickup
1563,2016,Dodge,38990.0,29036,purple,good,gas,other,coupe
1564,2019,Subaru,29990.0,12967,blue,good,gas,automatic,wagon
1565,2000,Freightliner,38000.0,22647,white,good,diesel,manual,truck
1566,2003,Freightliner,38000.0,22647,white,good,diesel,automatic,truck
1567,2003,bmw,4900.0,169777,green,good,gas,automatic,wagon
1568,2015,ford,15500.0,131133,red,good,diesel,automatic,mini-van
1569,1969,ford,9500.0,95000,green,good,gas,manual,truck
1570,2007,pontiac,9000.0,121000,red,good,gas,manual,convertible
1571,1988,1988,35000.0,80000,custom,good,gas,automatic,sedan
1572,2003,chrysler,1200.0,265000,blue,fair,gas,automatic,van
1573,2006,mercedes,6000.0,164000,silver,good,gas,automatic,sedan
1574,2002,Chevy,2500.0,183200,blue,fair,gas,automatic,SUV
1575,2012,volkswagen,3250.0,95000,black,good,gas,automatic,sedan
1576,1997,dodge,24991.0,3000,silver,good,diesel,manual,truck
1577,2011,international,20000.0,297898,white,fair,diesel,automatic,truck
1578,2008,MACK,40000.0,365592,red,fair,diesel,manual,truck
1579,2002,2002,12000.0,213000,black,good,gas,manual,wagon
1580,1998,subaru,5000.0,169000,black,fair,gas,automatic,wagon
1581,2006,pontiac,1500.0,200000,grey,good,gas,automatic,sedan
1582,1991,Mercury,2500.0,211500,blue,fair,gas,manual,convertible
1583,2014,dodge,7800.0,153326,white,good,gas,automatic,van
1584,2007,Pantiac,3200.0,111111,white,good,gas,automatic,sedan
1585,2007,ford,8300.0,110700,grey,good,gas,automatic,truck
1586,2000,Dodge,6999.0,74000,white,good,gas,automatic,pickup
1587,2018,Ford,24990.0,27089,white,good,gas,automatic,sedan
1588,2013,Hyundai,18990.0,57717,silver,good,other,other,coupe
1589,2018,Audi,34990.0,8562,blue,good,gas,automatic,wagon
1590,2015,Scion,24590.0,9831,blue,good,other,other,hatchback
1591,2016,Audi,31990.0,54991,silver,good,other,automatic,sedan
1592,2013,Acura,25990.0,32357,white,good,other,automatic,sedan
1593,2016,Mercedes-Benz,34590.0,72702,white,good,gas,automatic,coupe
1594,2017,Volkswagen,37590.0,23899,red,good,gas,other,sedan
1595,2014,MINI,25990.0,24691,green,good,gas,other,coupe
1596,2015,Chevrolet,24990.0,33101,silver,good,other,other,sedan
1597,2016,Dodge,17990.0,38596,silver,good,gas,other,sedan
1598,2019,Volkswagen,25990.0,8278,silver,good,gas,other,sedan
1599,2012,Mercedes-Benz,27590.0,78083,silver,good,other,automatic,sedan
1600,2020,Ford,36990.0,8403,black,good,gas,other,pickup
1601,2019,Volkswagen,25590.0,12399,black,good,other,other,sedan
1602,2016,Chevrolet,15590.0,41743,white,good,other,other,hatchback
1603,2016,Chevrolet,15990.0,41964,white,good,gas,other,hatchback
1604,2021,GMC,39990.0,5266,white,good,other,other,pickup
1605,2014,Scion,16990.0,39555,red,good,other,other,hatchback
1606,2011,Toyota,20990.0,65000,white,good,other,other,wagon
1607,2016,Audi,33990.0,71340,silver,good,gas,automatic,sedan
1608,2016,BMW,37990.0,43983,white,good,gas,automatic,sedan
1609,2021,Chevrolet,34590.0,2193,black,good,other,other,pickup
1610,2019,Alfa,31990.0,13647,silver,good,other,other,sedan
1611,2014,Acura,21590.0,61276,black,good,gas,automatic,sedan
1612,2015,Nissan,22990.0,80935,silver,good,other,other,pickup
1613,2017,Cadillac,35590.0,40342,silver,good,other,other,sedan
1614,2005,Lexus,5950.0,214000,silver,good,gas,automatic,SUV
1615,1995,jeep,7500.0,116000,black,good,gas,manual,offroad
1616,2019,Nissan,10900.0,43000,white,good,gas,automatic,sedan
1617,1999,ford,1600.0,165000,brown,good,gas,automatic,van
1618,2012,Toyota,22480.0,177651,grey,good,gas,automatic,truck
1619,2017,RAM,24860.0,129687,blue,good,gas,automatic,truck
1620,2010,Chevrolet,10975.0,106509,white,good,gas,automatic,van
1621,2012,Dodge,17934.0,91043,silver,good,gas,automatic,coupe
1622,2010,Chevrolet,9760.0,155547,black,good,gas,manual,coupe
1623,2013,chevrolet,7700.0,113550,grey,good,gas,automatic,SUV
1624,2008,08,12000.0,122951,white,good,gas,automatic,pickup
1625,2009,honda,1500.0,149000,grey,good,gas,automatic,sedan
1626,1998,FORD,3777.0,230016,red,good,gas,automatic,van
1627,1997,honda,1999.0,223000,silver,good,gas,automatic,coupe
1628,2004,dodge,20000.0,204800,white,good,diesel,automatic,pickup
1629,2008,Ford,2700.0,150000,white,good,gas,automatic,SUV
1630,2003,honda,2600.0,240000,brown,good,gas,automatic,sedan
1631,2006,land,13800.0,74000,black,good,gas,automatic,SUV
1632,1957,mercury,17500.0,51000,yellow,good,gas,automatic,sedan
1633,1995,geo,1.0,180000,blue,good,gas,automatic,sedan
1634,2012,toyota,21000.0,171130,grey,good,gas,automatic,truck
1635,2010,ford,350.0,140000,white,good,gas,automatic,SUV
1636,2007,bmw,6500.0,174000,silver,good,gas,automatic,SUV
1637,1996,saturn,2500.0,99000,purple,good,gas,automatic,sedan
1638,1965,ford,15000.0,65000,white,good,gas,automatic,pickup
1639,2009,nissan,3000.0,190121,black,good,gas,automatic,sedan
1640,2006,GMC,5500.0,187400,grey,good,gas,automatic,SUV
1641,2007,2007,10500.0,219000,white,good,diesel,automatic,pickup
1642,2003,2003,13000.0,127300,white,good,diesel,automatic,truck
1643,2018,Chrysler,39990.0,42603,black,good,gas,automatic,van
1644,2011,INFINITI,23990.0,17594,white,good,other,manual,sedan
1645,2006,dodge,19500.0,248880,grey,good,diesel,manual,pickup
1646,2018,Ford,20990.0,11852,white,good,other,automatic,hatchback
1647,2016,Kia,17990.0,41273,blue,good,gas,other,wagon
1648,2017,INFINITI,33590.0,40603,white,good,other,automatic,coupe
1649,2016,Audi,29990.0,39726,black,good,other,automatic,sedan
1650,2018,Nissan,37590.0,25624,black,good,other,other,pickup
1651,2015,Ford,20590.0,88562,black,good,other,automatic,van
1652,2017,Ram,38590.0,8648,white,good,other,other,pickup
1653,2019,Kia,19990.0,1392,white,good,gas,other,sedan
1654,2019,Kia,20990.0,3445,red,good,other,other,sedan
1655,2016,FIAT,17990.0,30804,white,good,other,other,hatchback
1656,2016,FIAT,17590.0,55664,red,good,gas,other,hatchback
1657,2013,INFINITI,21990.0,49404,blue,good,other,automatic,sedan
1658,2018,Kia,16990.0,24329,silver,good,gas,other,sedan
1659,1980,toyota,7500.0,135000,white,fair,gas,manual,truck
1660,1999,chrysler,3800.0,118300,brown,good,gas,automatic,sedan
1661,2002,chevy,2650.0,176105,red,good,gas,automatic,mini-van
1662,2003,ford,3900.0,160000,red,fair,gas,manual,coupe
1663,2008,cadillac,1100.0,168000,black,salvage,gas,automatic,sedan
1664,2008,volkswagen,4500.0,135000,red,good,gas,automatic,SUV
1665,1969,ford,10000.0,200000,white,good,gas,manual,pickup
1666,1987,Land,27500.0,76000,green,good,diesel,manual,truck
1667,2011,MINI,7920.0,138790,green,good,gas,automatic,hatchback
1668,2012,Volkswagen,11980.0,117033,grey,good,gas,automatic,hatchback
1669,2014,Ford,14915.0,93417,custom,good,gas,automatic,SUV
1670,2015,Hyundai,16925.0,84558,white,good,gas,automatic,SUV
1671,2015,Kia,11495.0,77945,silver,good,gas,automatic,wagon
1672,2006,pt,4500.0,106000,white,good,gas,automatic,hatchback
1673,2001,buick,3800.0,150000,silver,good,gas,automatic,sedan
1674,2002,bmw,8900.0,139660,silver,good,gas,manual,SUV
1675,2005,workhorse,23000.0,178013,white,good,diesel,automatic,truck
1676,1964,plymouth,5900.0,11111,custom,good,gas,automatic,coupe
1677,1999,1999,4000.0,60000,blue,good,gas,automatic,sedan
1678,1977,Ford,23600.0,2101,black,good,gas,automatic,pickup
1679,2009,toyota,6950.0,191500,blue,good,gas,automatic,sedan
1680,1990,Oldsmobile,5000.0,147800,grey,good,gas,automatic,coupe
1681,2018,Toyota,19990.0,22155,black,good,other,other,sedan
1682,2018,Kia,22990.0,11105,white,good,other,automatic,sedan
1683,2018,Honda,34590.0,16963,silver,good,other,automatic,sedan
1684,2020,Toyota,32990.0,2934,white,good,gas,automatic,sedan
1685,2014,Volkswagen,19990.0,48783,black,good,gas,automatic,sedan
1686,2018,Buick,29590.0,26494,black,good,other,other,wagon
1687,2019,Lexus,38590.0,5432,red,good,gas,other,hatchback
1688,2018,Mercedes-Benz,32990.0,14364,black,good,gas,other,coupe
1689,2014,Chevrolet,31590.0,58967,black,good,gas,automatic,pickup
