,Model,Brand,Price,Odometer,Paint color,Condition,Fuel,Transmission,Type
855,2013,Ford,11500.0,116000,grey,good,gas,automatic,SUV
856,2002,ford,1500.0,223812,silver,fair,gas,automatic,SUV
857,1987,1987,13000.0,59600,red,good,gas,manual,hatchback
858,1993,thomas,12000.0,1,yellow,good,diesel,automatic,bus
859,2002,mitsubishi,2700.0,161000,silver,good,gas,automatic,sedan
860,2006,ford,7000.0,223000,brown,good,gas,automatic,truck
861,1969,ford,4000.0,1932,black,good,gas,manual,coupe
862,2005,volvo,2800.0,155000,white,good,gas,automatic,sedan
863,2014,Chevy,7400.0,110000,black,good,gas,automatic,SUV
864,2010,Honda,9950.0,164942,grey,good,gas,automatic,SUV
865,2000,ford,8000.0,200000,white,good,diesel,automatic,pickup
866,2017,Ford,34900.0,98000,black,good,gas,automatic,SUV
867,2000,isuzu,2000.0,217522,silver,fair,gas,automatic,SUV
868,2006,Hyundai,3200.0,150000,silver,good,gas,automatic,sedan
869,2013,Freightliner,41500.0,726000,white,good,diesel,manual,truck
870,2010,subaru,7900.0,120000,brown,good,gas,automatic,sedan
871,2011,subaru,7900.0,101404,red,good,gas,manual,sedan
872,2006,ford,1500.0,200000,green,good,gas,automatic,sedan
873,2005,toyota,4300.0,240000,silver,good,gas,automatic,SUV
874,1999,gmc,4000.0,179000,red,good,gas,automatic,SUV
875,1988,Chevrolet,8995.0,80855,brown,good,gas,manual,SUV
876,1981,Chevrolet,24995.0,21847,red,good,gas,automatic,coupe
877,2013,Buick,6950.0,149088,black,fair,gas,automatic,SUV
878,2018,Jeep,37995.0,45000,white,good,gas,automatic,wagon
879,2014,Chrysler,4900.0,121700,grey,good,gas,automatic,sedan
880,2003,toyota,6990.0,267400,white,good,gas,automatic,truck
881,2021,Chevrolet,25990.0,6601,silver,good,gas,automatic,sedan
882,2015,Chevrolet,17990.0,44270,silver,good,gas,other,sedan
883,2018,Nissan,20990.0,24345,black,good,gas,automatic,sedan
884,2017,Buick,24590.0,13733,silver,good,other,other,sedan
885,2019,Alfa,36990.0,19057,red,good,gas,other,hatchback
886,2021,Chevrolet,31590.0,2069,black,good,gas,other,coupe
887,2019,MINI,26990.0,10139,white,good,other,other,hatchback
888,2003,mini,800.0,147500,red,fair,gas,manual,hatchback
889,2003,infinity,5500.0,145000,blue,good,gas,automatic,coupe
890,2007,Chrysler,4100.0,65000,white,good,gas,automatic,convertible
891,2016,toyota,13500.0,190000,blue,good,gas,automatic,sedan
892,2007,Chevy,23000.0,104900,white,good,gas,automatic,van
893,2003,gmc,5200.0,137000,white,good,gas,automatic,SUV
894,2004,bmw,5000.0,110597,grey,good,gas,automatic,convertible
895,2007,toyota,7500.0,1970000,blue,good,gas,automatic,SUV
896,2006,volkswagen,3500.0,171645,grey,good,gas,automatic,sedan
897,2003,mercedes,1500.0,200000,white,good,gas,automatic,sedan
898,1999,Honda,3100.0,192000,white,good,gas,automatic,sedan
899,2015,Ram,34000.0,127000,black,good,diesel,automatic,pickup
900,1996,dodge,3000.0,200000,red,good,gas,automatic,pickup
901,1996,Cutlass,2800.0,83000,blue,good,gas,automatic,coupe
902,2010,nissan,5995.0,65952,silver,good,gas,automatic,sedan
903,1991,jeep,3250.0,175245,black,good,gas,automatic,SUV
904,1986,F350,5200.0,84784,white,good,gas,manual,truck
905,1998,Ford,5999.0,68620,white,good,gas,automatic,sedan
906,2003,chevrolet,900.0,144440,white,fair,gas,automatic,van
907,1999,honda,2600.0,209000,silver,good,gas,automatic,sedan
908,2001,kia,650.0,200000,grey,fair,gas,automatic,SUV
909,2005,ford,6800.0,169301,white,fair,diesel,automatic,truck
910,2001,Ford,7000.0,308000,yellow,salvage,diesel,automatic,truck
911,1999,GMC,1500.0,166000,red,good,gas,automatic,SUV
912,2006,bmw,2500.0,129000,black,fair,gas,automatic,SUV
913,1997,bmw,1000.0,160000,black,fair,gas,automatic,sedan
914,2004,dodge,19000.0,210000,white,good,diesel,automatic,truck
915,1996,cadillac,2000.0,169088,green,good,gas,automatic,sedan
916,2008,ford,4000.0,160000,green,salvage,gas,automatic,SUV
917,2002,Chevy,3500.0,168360,silver,good,gas,manual,sedan
918,2000,Ford,8100.0,190000,black,good,gas,automatic,truck
919,2003,Toyota,7900.0,266000,black,good,gas,manual,truck
920,1977,fiat,3500.0,60000,red,fair,gas,manual,convertible
921,2005,infiniti,2800.0,177865,black,good,gas,automatic,sedan
922,2016,toyota,35500.0,97000,black,good,gas,automatic,SUV
923,2013,HONDA,12900.0,132663,grey,good,gas,automatic,coupe
924,1995,F,6000.0,306000,white,good,diesel,automatic,pickup
925,2017,dodge,17988.0,101572,black,good,gas,automatic,sedan
926,2003,Mazda,3400.0,128678,silver,good,gas,automatic,SUV
927,2003,subaru,4988.0,174608,green,good,gas,automatic,wagon
928,2017,Hyundai,15500.0,66258,white,good,gas,automatic,hatchback
929,1995,Mercedes,8500.0,150000,red,good,gas,automatic,convertible
930,1995,Mercedes,4000.0,83000,grey,good,gas,automatic,sedan
931,2014,2014,25000.0,139000,white,good,diesel,automatic,truck
932,2014,Subaru,16997.0,51520,white,good,gas,manual,wagon
933,2006,Chrysler,8997.0,94801,grey,good,gas,automatic,SUV
934,2014,Kia,12997.0,134584,blue,good,gas,automatic,SUV
935,2018,RAM,31991.0,86274,black,good,gas,automatic,truck
936,2006,Chrysler,5988.0,85679,red,good,gas,automatic,convertible
937,2005,Ford,2500.0,173600,blue,good,gas,automatic,SUV
938,2001,Dodge,17700.0,199000,red,good,diesel,manual,truck
939,2000,2000,1200.0,164000,grey,fair,gas,automatic,coupe
940,2010,chevrolet,14995.0,180279,grey,good,gas,automatic,truck
941,2002,Ford,15000.0,287500,red,good,diesel,automatic,truck
942,2011,nissan,9000.0,99463,purple,good,gas,automatic,SUV
943,2011,ford,5600.0,209000,white,good,gas,automatic,sedan
944,2000,ford,1100.0,224000,red,good,gas,manual,sedan
945,2015,jeep,33000.0,88600,black,good,gas,automatic,SUV
946,2006,dodge,25.0,300000,red,good,diesel,automatic,pickup
947,2013,Subaru,16900.0,74592,silver,good,gas,automatic,wagon
948,2003,dodge,3000.0,150000,blue,good,gas,manual,sedan
949,2005,jaguar,5000.0,76900,silver,good,gas,automatic,wagon
950,2005,ford,2500.0,190000,red,fair,gas,manual,truck
951,2013,vw,12000.0,130670,blue,good,gas,automatic,SUV
952,2008,dodge,1600.0,148000,grey,good,gas,automatic,sedan
953,2001,dodge,3200.0,383643,white,good,gas,automatic,pickup
954,2012,Subaru,14995.0,140000,brown,good,gas,automatic,wagon
955,2007,ford,9500.0,125000,red,good,gas,manual,coupe
956,2004,bmw,4500.0,146000,silver,good,gas,automatic,sedan
957,2002,2002,5000.0,43476,red,good,gas,automatic,sedan
958,2016,chevrolet,34900.0,109530,red,good,gas,automatic,truck
959,2013,jeep,15750.0,130000,white,good,gas,automatic,SUV
960,2012,ford,3500.0,139000,white,good,gas,automatic,sedan
961,2017,BMW,38999.0,38105,black,good,gas,other,sedan
962,2020,Kia,42999.0,27275,white,good,gas,automatic,hatchback
963,2018,Dodge,39499.0,29296,white,good,gas,automatic,hatchback
964,2008,ford,9497.0,139000,blue,good,gas,automatic,SUV
965,2018,Mercedes-Benz,32990.0,18918,black,good,other,other,coupe
966,2013,Chevrolet,18998.0,95314,white,good,gas,automatic,truck
967,2015,Dodge,16998.0,80946,white,good,gas,automatic,wagon
968,2015,GMC,19998.0,112169,white,good,gas,automatic,truck
969,2014,Ford,17998.0,123481,white,good,gas,automatic,truck
970,2015,Dodge,17498.0,79026,black,good,gas,automatic,wagon
971,2015,Volkswagen,19990.0,49219,black,good,gas,automatic,wagon
972,2001,volvo,700.0,228600,black,fair,gas,automatic,wagon
973,2013,Mercedes-Benz,27990.0,58846,black,good,gas,automatic,SUV
974,2008,gmc,10900.0,212120,brown,good,gas,automatic,SUV
975,2005,Volvo,5000.0,186500,black,good,gas,manual,sedan
976,2007,chevrolet,11950.0,119729,white,good,gas,automatic,truck
977,2020,Chevrolet,25990.0,1785,black,good,gas,other,hatchback
978,2013,Nissan,15590.0,75439,white,good,other,automatic,hatchback
979,2016,jeep,33900.0,62000,white,good,gas,automatic,SUV
980,2011,chevrolet,12950.0,121729,silver,fair,gas,automatic,truck
981,2019,MINI,33590.0,16706,red,good,other,other,hatchback
982,2016,Lexus,39990.0,22364,white,good,other,other,coupe
983,2014,Chevrolet,31990.0,58967,black,good,gas,automatic,pickup
984,2014,Chevrolet,34590.0,647,red,good,gas,automatic,coupe
985,2017,Honda,19590.0,30023,black,good,other,automatic,hatchback
986,2014,Mercedes-Benz,27990.0,23921,white,good,other,automatic,coupe
987,1998,gmc,3500.0,138622,red,good,gas,manual,truck
988,2021,Kia,33990.0,3781,red,good,other,other,sedan
989,1982,1982,3000.0,166000,red,good,diesel,manual,hatchback
990,2019,Volkswagen,27990.0,4017,blue,good,other,other,sedan
991,2005,toyota,5000.0,148500,silver,good,gas,automatic,sedan
992,2012,Toyota,24990.0,70801,silver,good,other,other,pickup
993,2019,Ford,30990.0,35653,white,good,gas,other,van
994,2014,hyundai,16200.0,85000,silver,good,gas,automatic,SUV
995,2019,Nissan,24990.0,20480,white,good,other,other,pickup
996,2016,INFINITI,23990.0,53396,white,good,gas,automatic,hatchback
997,2019,Nissan,28990.0,21054,black,good,gas,other,pickup
998,2007,Toyota,8200.0,143000,white,good,gas,automatic,SUV
999,2012,Nissan,18990.0,45215,purple,good,gas,automatic,hatchback
1000,2016,Kia,16990.0,37744,blue,good,gas,automatic,hatchback
1001,2019,Alfa,31990.0,10153,white,good,other,other,sedan
1002,2013,Audi,22990.0,59767,black,good,other,automatic,coupe
1003,2016,MINI,28990.0,23092,black,good,gas,other,hatchback
1004,2015,BMW,28990.0,67171,black,good,gas,other,coupe
1005,1989,1989,1500.0,80000,red,good,gas,automatic,sedan
1006,2001,toyota,8000.0,171000,white,good,gas,automatic,SUV
1007,2015,Mercedes,30000.0,81500,black,good,diesel,automatic,van
1008,2006,HONDA,10600.0,158771,red,good,gas,automatic,sedan
1009,2014,Audi,14000.0,71721,white,good,gas,automatic,sedan
1010,1999,honda,2000.0,165000,green,good,gas,automatic,coupe
1011,1969,1969,5000.0,10,red,good,gas,manual,convertible
1012,2000,bmw,4499.0,124941,white,good,gas,automatic,sedan
1013,2017,Nissan,13000.0,53651,silver,good,gas,automatic,truck
1014,2011,mazda,4000.0,176000,black,good,gas,manual,hatchback
1015,1951,1951,6500.0,53000,black,good,gas,manual,coupe
1016,1999,gmc,2250.0,191268,black,fair,gas,automatic,SUV
1017,2007,2007,3800.0,160000,grey,fair,gas,automatic,truck
1018,2007,toyota,16800.0,168266,silver,good,gas,automatic,truck
1019,1999,toyota,1250.0,265000,black,fair,gas,automatic,SUV
1020,1996,dodge,8000.0,266800,white,good,diesel,manual,pickup
1021,2010,lincoln,6250.0,146500,black,good,gas,automatic,SUV
1022,1973,chevrolet,2500.0,130433,green,good,gas,manual,pickup
1023,2011,audi,9999.0,128000,blue,good,gas,automatic,wagon
1024,2003,ford,13000.0,195572,red,good,diesel,automatic,pickup
1025,2012,ford,13900.0,137135,white,good,gas,automatic,van
1026,2001,honda,2992.0,219913,blue,good,gas,automatic,SUV
1027,1996,Ford,6500.0,188000,brown,good,gas,manual,truck
1028,2006,honda,5800.0,22400,grey,good,gas,automatic,pickup
1029,2004,chevrolet,2000.0,143744,red,good,gas,automatic,sedan
1030,2010,ford,3800.0,177000,silver,fair,gas,automatic,sedan
1031,2006,Chevrolet,8900.0,135252,white,good,gas,automatic,pickup
1032,2016,KIA,10900.0,108915,blue,good,gas,automatic,hatchback
1033,1995,infiniti,1500.0,167500,silver,good,gas,manual,coupe
1034,2002,toyota,4800.0,158000,blue,good,hybrid,automatic,sedan
1035,2014,jeep,11250.0,80701,grey,good,gas,automatic,SUV
1036,2015,Ford,43950.0,73100,white,good,diesel,automatic,pickup
1037,2001,CHEVROLET,3500.0,213020,grey,good,gas,automatic,SUV
1038,2008,nissan,5999.0,140000,black,good,gas,automatic,sedan
1039,2005,toyota,12900.0,194000,white,good,gas,automatic,SUV
1040,1980,Toyota,14900.0,83000,blue,good,gas,manual,pickup
1041,1939,Opera,10000.0,55772,black,good,gas,manual,coupe
1042,2007,bmw,4500.0,120000,blue,fair,gas,automatic,wagon
1043,2000,dodge,10900.0,360000,white,good,diesel,manual,pickup
1044,2005,Lexus,14000.0,196800,silver,good,gas,automatic,SUV
1045,2003,subaru,2500.0,340374,red,good,gas,automatic,SUV
1046,1989,ford,8000.0,79000,orange,good,gas,automatic,van
1047,2014,ford,10500.0,126052,silver,good,gas,automatic,sedan
1048,2014,mercedes-benz,22000.0,100000,black,fair,diesel,automatic,van
1049,2014,2014,5000.0,155000,blue,good,gas,automatic,sedan
1050,2007,2007,20000.0,122332,yellow,good,gas,automatic,SUV
1051,1997,ford,3000.0,250000,red,fair,gas,automatic,truck
1052,2015,jeep,14488.0,105187,black,good,gas,automatic,SUV
1053,2016,toyota,21988.0,152351,black,good,gas,automatic,SUV
1054,2014,subaru,16488.0,111831,red,good,gas,automatic,SUV
1055,2014,gmc,11488.0,140974,blue,good,gas,automatic,SUV
1056,2012,NISSAN,10988.0,90911,silver,good,gas,automatic,SUV
1057,2010,acura,9500.0,195000,grey,good,gas,automatic,SUV
1058,2011,kia,8000.0,141000,red,good,gas,automatic,SUV
1059,2006,Ford,1250.0,215000,silver,fair,gas,automatic,SUV
1060,1997,jeep,3500.0,320,silver,good,gas,automatic,SUV
1061,2001,bmw,4300.0,190,black,good,gas,manual,coupe
1062,2006,Jeep,4700.0,221000,blue,good,gas,automatic,SUV
1063,2016,Kia,13950.0,71009,grey,good,gas,automatic,wagon
1064,2017,Kia,18950.0,29396,red,good,gas,automatic,sedan
1065,2016,Chevrolet,22350.0,30636,black,good,gas,automatic,SUV
1066,2006,porsche,7200.0,112345,silver,good,gas,manual,convertible
1067,2017,Toyota,19950.0,47667,white,good,gas,automatic,sedan
1068,1989,toyota,10000.0,151000,grey,good,gas,automatic,SUV
1069,2019,Subaru,30400.0,32167,custom,good,gas,automatic,wagon
1070,2016,Subaru,23900.0,75677,blue,good,gas,manual,sedan
1071,2017,Subaru,18900.0,90975,grey,good,gas,automatic,sedan
1072,2019,Subaru,34400.0,31129,blue,good,gas,manual,sedan
1073,2017,Subaru,24400.0,23294,white,good,gas,manual,sedan
1074,2016,Volkswagen,20900.0,59451,grey,good,gas,manual,hatchback
1075,2013,Subaru,22900.0,61977,white,good,gas,manual,sedan
1076,2015,Subaru,16900.0,51763,grey,good,gas,automatic,wagon
1077,2016,Honda,29900.0,79849,blue,good,gas,automatic,SUV
1078,1981,Chevrolet,900.0,51403,blue,fair,gas,automatic,pickup
1079,2014,Subaru,14597.0,150090,white,good,other,automatic,SUV
1080,2014,Volkswagen,17297.0,66984,black,good,other,automatic,hatchback
1081,2019,Toyota,40497.0,24238,white,good,other,automatic,sedan
1082,2015,VOLKSWAGEN,13900.0,118740,black,good,gas,automatic,sedan
1083,1963,ford,3500.0,11000,white,good,gas,manual,pickup
1084,2013,BMW,14500.0,114656,black,good,gas,automatic,SUV
1085,2004,2004,6500.0,194000,silver,good,gas,manual,coupe
1086,2007,BMW,7500.0,142000,blue,good,gas,manual,sedan
1087,1999,bmw,19500.0,69127,blue,good,gas,manual,convertible
1088,2006,hummer,8998.0,190000,blue,good,gas,automatic,SUV
1089,1997,Chevy,6500.0,220000,black,fair,gas,automatic,pickup
1090,2008,2008,7998.0,150000,black,good,gas,automatic,SUV
1091,2007,honda,6998.0,150000,blue,good,gas,automatic,sedan
1092,2003,volkswagen,2998.0,188000,green,good,gas,automatic,wagon
1093,2002,honda,2998.0,244000,silver,good,gas,automatic,van
1094,2002,honda,2998.0,325000,white,good,gas,automatic,SUV
1095,2007,honda,5998.0,177000,black,good,gas,automatic,sedan
1096,2012,Acura,22990.0,34589,silver,good,other,automatic,sedan
1097,2014,dodge,11500.0,140000,black,good,gas,automatic,truck
1098,2005,honda,5998.0,221000,silver,good,gas,automatic,SUV
1099,2011,Ram,19990.0,82300,green,good,gas,other,pickup
1100,2004,jeep,5998.0,173000,silver,good,gas,automatic,SUV
1101,2012,Volkswagen,17990.0,73606,white,good,gas,automatic,sedan
1102,2007,volkswagen,3998.0,183000,white,good,gas,automatic,sedan
1103,2008,saturn,3998.0,153000,white,good,gas,automatic,hatchback
1104,2011,Buick,18590.0,28340,white,good,gas,other,sedan
1105,2012,Toyota,18990.0,45162,silver,good,gas,other,wagon
1106,2013,Chrysler,22590.0,37689,black,good,gas,automatic,sedan
1107,2017,Ram,27990.0,39496,white,good,other,other,pickup
1108,2014,BMW,30990.0,44271,black,good,gas,automatic,sedan
1109,2018,Ford,24990.0,10581,silver,good,gas,other,sedan
1110,2016,Chevrolet,18590.0,64808,red,good,gas,automatic,sedan
1111,2021,Toyota,28990.0,15397,black,good,gas,automatic,sedan
1112,2013,Hyundai,20990.0,74539,black,good,other,other,coupe
1113,2019,Cadillac,35590.0,14276,black,good,gas,other,sedan
1114,2015,land,70000.0,29000,blue,good,gas,automatic,SUV
1115,2016,Chevrolet,16990.0,72223,silver,good,other,automatic,sedan
1116,2014,Dodge,20990.0,33231,blue,good,other,other,van
1117,2016,Chevrolet,16990.0,71681,silver,good,gas,automatic,sedan
1118,1999,Jeep,2500.0,250000,red,fair,gas,automatic,SUV
1119,2018,Mercedes-Benz,36990.0,45023,black,good,other,other,van
1120,2020,Kia,21990.0,2073,black,good,other,other,sedan
1121,2018,MAZDA,24990.0,18000,black,good,gas,other,sedan
1122,2015,Toyota,36590.0,8221,silver,good,gas,other,pickup
1123,2011,Volvo,16990.0,76314,red,good,other,other,sedan
1124,2001,toyota,1500.0,175000,white,fair,gas,automatic,mini-van
1125,2018,Acura,27590.0,41570,white,good,gas,automatic,sedan
1126,2015,Mercedes-Benz,37990.0,38130,white,good,other,automatic,coupe
1127,2019,Ram,27590.0,40578,white,good,gas,other,pickup
1128,2010,Ford,18590.0,80045,white,good,gas,other,pickup
1129,2016,Nissan,25990.0,76348,white,good,gas,other,pickup
1130,2014,BMW,16990.0,49429,orange,good,electric,other,hatchback
1131,2016,Chevrolet,17990.0,55679,white,good,gas,automatic,sedan
1132,2007,HYUNDAI,6495.0,112585,white,good,gas,automatic,mini-van
1133,2009,GMC,6995.0,158015,brown,good,gas,automatic,SUV
1134,2008,FORD,6995.0,175422,silver,good,gas,automatic,SUV
1135,2004,TOYOTA,6995.0,177859,silver,good,gas,automatic,mini-van
1136,2005,HONDA,6495.0,212619,green,good,gas,automatic,SUV
1137,2005,BMW,9995.0,105536,black,good,gas,automatic,coupe
1138,2005,BMW,6995.0,176365,black,good,gas,automatic,SUV
1139,2007,KIA,5495.0,225404,silver,good,gas,automatic,mini-van
1140,2004,SUBARU,5995.0,211535,black,good,gas,manual,sedan
1141,2003,AUDI,6995.0,63095,blue,good,gas,automatic,convertible
1142,2003,BMW,4995.0,178723,black,good,gas,automatic,sedan
1143,2008,LAND,8495.0,178049,black,good,gas,automatic,SUV
1144,2004,FORD,5995.0,99501,silver,good,gas,automatic,mini-van
1145,2003,MITSUBISHI,3250.0,169749,silver,fair,gas,automatic,SUV
1146,2007,JEEP,5995.0,221556,silver,good,gas,automatic,SUV
1147,2005,SAAB,4495.0,134241,black,good,gas,automatic,sedan
1148,2001,BMW,5250.0,166761,silver,good,gas,manual,SUV
1149,2013,MAZDA,15990.0,44719,black,good,gas,other,sedan
1150,2007,BMW,21995.0,79325,silver,good,gas,automatic,convertible
1151,1998,MERCEDES,5495.0,170609,silver,good,gas,automatic,SUV
1152,2006,MERCEDES,6495.0,173051,white,good,gas,automatic,sedan
1153,1999,Jeep,9900.0,152000,white,good,gas,automatic,SUV
1154,2002,VOLVO,4995.0,175711,silver,good,gas,automatic,wagon
1155,2007,SATURN,4495.0,180023,green,good,gas,manual,SUV
1156,2019,Toyota,26990.0,10949,silver,good,other,other,hatchback
1157,2000,NISSAN,5495.0,201650,grey,good,gas,automatic,SUV
1158,2014,Audi,24990.0,65348,black,good,other,automatic,coupe
1159,2007,JEEP,6995.0,170583,white,good,gas,automatic,SUV
1160,2019,Genesis,37590.0,13265,blue,good,gas,other,sedan
1161,2000,NISSAN,6995.0,143033,grey,good,gas,automatic,truck
1162,2012,Chevrolet,17990.0,33034,black,good,gas,other,sedan
1163,2005,MERCEDES,6995.0,172773,silver,good,gas,automatic,wagon
1164,2016,Chevrolet,22590.0,11634,white,good,gas,automatic,sedan
1165,2009,DODGE,7995.0,178243,white,good,gas,automatic,SUV
1166,2008,AUDI,5495.0,142447,grey,good,gas,automatic,sedan
1167,2006,DODGE,4750.0,196227,grey,good,gas,automatic,SUV
1168,2008,FORD,6995.0,205371,white,good,gas,automatic,truck
1169,2005,FORD,4495.0,163837,blue,good,gas,automatic,SUV
1170,2011,FORD,7995.0,158003,blue,good,gas,automatic,SUV
1171,2009,FORD,3995.0,194165,blue,good,gas,automatic,SUV
1172,2007,FORD,5995.0,162281,red,good,gas,automatic,SUV
1173,2008,LAND,4995.0,131723,orange,good,gas,automatic,SUV
1174,1998,MERCEDES,3995.0,113266,silver,good,gas,automatic,SUV
1175,2006,DODGE,3995.0,138115,blue,good,gas,automatic,mini-van
1176,2006,FORD,3995.0,168879,grey,good,gas,automatic,SUV
1177,2001,LEXUS,3495.0,151467,silver,good,gas,automatic,sedan
1178,2003,FORD,3995.0,178023,grey,good,gas,automatic,SUV
1179,2000,LEXUS,3995.0,185416,white,good,gas,automatic,SUV
1180,2003,LEXUS,2995.0,243216,white,good,gas,automatic,SUV
1181,1983,JAGUAR,4995.0,90152,yellow,good,gas,automatic,sedan
1182,2004,infiniti,5495.0,199596,silver,good,gas,automatic,SUV
1183,2004,volvo,4995.0,168694,silver,good,gas,automatic,SUV
1184,2006,ford,3495.0,169531,white,good,gas,automatic,wagon
1185,2001,volvo,2750.0,213215,silver,good,gas,automatic,sedan
1186,2003,CADILLAC,6995.0,183590,grey,good,gas,automatic,SUV
1187,2006,BUICK,3995.0,177814,silver,good,gas,automatic,SUV
1188,2010,FORD,5995.0,174979,blue,good,gas,automatic,SUV
1189,1999,LEXUS,4495.0,210727,silver,good,gas,automatic,SUV
1190,2007,INFINITI,6750.0,222587,white,good,gas,automatic,SUV
1191,2003,MERCEDES,12995.0,121069,black,good,gas,automatic,coupe
1192,2011,JEEP,6750.0,179956,black,good,gas,automatic,SUV
1193,2002,FORD,3995.0,226978,silver,good,gas,automatic,SUV
1194,2006,SUBARU,5995.0,154707,grey,good,gas,automatic,SUV
1195,2003,JEEP,3995.0,187355,purple,good,gas,automatic,SUV
1196,2006,DODGE,5995.0,146813,silver,good,gas,automatic,truck
1197,2009,SUBARU,5995.0,176235,grey,good,gas,automatic,sedan
1198,2006,VOLKSWAGEN,5495.0,152443,white,good,gas,automatic,sedan
1199,2005,CADILLAC,7995.0,162893,black,good,gas,automatic,SUV
1200,2008,HONDA,6995.0,181792,silver,good,gas,automatic,mini-van
1201,2001,LEXUS,4495.0,149521,grey,good,gas,automatic,SUV
1202,2012,CHEVROLET,12995.0,86098,white,good,gas,automatic,sedan
1203,2004,AUDI,5995.0,159091,blue,good,gas,automatic,wagon
1204,2005,VOLKSWAGEN,6995.0,161713,blue,good,gas,automatic,SUV
1205,2002,CHEVROLET,6995.0,212618,silver,good,gas,automatic,SUV
1206,2010,GMC,8995.0,144328,silver,good,gas,automatic,SUV
1207,2006,SUBARU,4995.0,231431,silver,good,gas,manual,wagon
1208,2006,JEEP,6995.0,182832,grey,good,gas,automatic,SUV
1209,2006,FORD,4995.0,214940,silver,good,gas,automatic,SUV
1210,2005,CHEVROLET,4995.0,181516,white,good,gas,automatic,SUV
1211,2006,SATURN,5495.0,139567,grey,good,gas,automatic,SUV
1212,2002,AUDI,6495.0,143964,black,good,gas,automatic,wagon
1213,2006,BMW,6995.0,126300,grey,good,gas,automatic,sedan
1214,2014,Subaru,24990.0,29129,green,good,gas,automatic,hatchback
1215,2004,MAZDA,1995.0,213461,grey,fair,gas,automatic,SUV
1216,2008,LINCOLN,1995.0,125096,black,fair,gas,automatic,sedan
1217,2009,MINI,3995.0,86538,red,fair,gas,manual,sedan
1218,2004,FORD,5995.0,174425,blue,fair,gas,automatic,truck
1219,2012,Ford,15590.0,24889,white,good,electric,other,hatchback
1220,2003,FORD,5995.0,158359,silver,good,diesel,automatic,SUV
1221,2009,MAZDA,2995.0,112541,white,good,gas,automatic,SUV
1222,2005,HONDA,5495.0,220168,silver,good,gas,automatic,mini-van
1223,2002,MITSUBISHI,5495.0,154492,white,good,gas,automatic,convertible
1224,2018,Kia,27990.0,14293,white,good,other,other,wagon
1225,2006,INFINITI,7995.0,187637,silver,good,gas,automatic,sedan
1226,2006,HONDA,6495.0,220998,blue,good,gas,automatic,SUV
1227,2004,HYUNDAI,5995.0,187254,white,good,gas,automatic,SUV
1228,2007,AUDI,6995.0,187254,silver,good,gas,automatic,SUV
1229,2007,VOLVO,5995.0,171742,black,good,gas,automatic,wagon
1230,2006,BMW,6995.0,147055,blue,good,gas,automatic,SUV
1231,2002,BMW,6995.0,144421,black,good,gas,automatic,SUV
1232,2006,VOLVO,4995.0,170526,silver,good,gas,automatic,wagon
1233,1997,CHEVROLET,13995.0,112303,black,good,gas,manual,coupe
1234,2018,Ford,30590.0,12270,white,good,gas,other,pickup
1235,2006,MERCEDES,8495.0,101279,silver,good,gas,automatic,SUV
1236,2008,FORD,2995.0,182337,white,good,gas,automatic,truck
1237,2011,HYUNDAI,3495.0,188674,blue,fair,gas,automatic,SUV
1238,2002,MAZDA,1995.0,174828,green,fair,gas,automatic,SUV
1239,2010,MAZDA,1495.0,177734,grey,fair,gas,automatic,hatchback
1240,2005,KIA,1995.0,177610,black,fair,gas,manual,SUV
1241,2003,CADILLAC,7495.0,219247,black,good,gas,automatic,SUV
1242,2001,MAZDA,1200.0,137920,silver,fair,gas,automatic,mini-van
1243,2000,ISUZU,1995.0,101095,white,fair,gas,manual,SUV
1244,2006,PONTIAC,1995.0,140318,grey,fair,gas,automatic,SUV
1245,1997,AUDI,1495.0,115496,blue,fair,gas,automatic,wagon
1246,2006,AUDI,6995.0,125452,blue,good,gas,automatic,sedan
1247,2005,FORD,5995.0,188133,silver,good,gas,automatic,SUV
1248,2014,VOLVO,6995.0,152060,brown,good,gas,automatic,sedan
1249,2007,LEXUS,4995.0,199657,black,good,gas,automatic,SUV
1250,1998,GMC,4995.0,159978,grey,good,gas,automatic,SUV
1251,1993,jeep,3700.0,217000,green,fair,gas,automatic,SUV
1252,2011,mazda,6999.0,170222,grey,good,gas,automatic,SUV
1253,2010,volvo,8500.0,147000,blue,good,gas,automatic,SUV
1254,2001,dodge,2150.0,265550,grey,good,gas,automatic,SUV
1255,2013,ford,4800.0,104000,red,good,gas,manual,hatchback
1256,1999,crystler,2001.0,141500,green,good,gas,automatic,coupe
1257,2015,Nissan,10500.0,99987,white,good,gas,automatic,SUV
1258,2002,Ford,5500.0,292000,red,good,gas,automatic,truck
1259,2008,bmw,7500.0,127000,silver,good,gas,automatic,SUV
1260,2017,nissan,16500.0,80844,black,good,gas,automatic,SUV
1261,2002,ford,5500.0,292000,red,good,gas,automatic,truck
1262,2009,nissan,7500.0,166000,brown,good,gas,automatic,SUV
1263,2007,GMC,5000.0,259042,white,good,gas,automatic,pickup
1264,1989,toyota,11000.0,175000,grey,good,gas,manual,hatchback
1265,2007,toyota,12000.0,151210,white,good,gas,automatic,SUV
1266,2008,volkswagen,5500.0,130260,silver,good,gas,manual,sedan
1267,2014,TOYOTA,26000.0,161200,black,good,gas,automatic,mini-van
1268,2008,volvo,6200.0,170000,white,good,gas,automatic,sedan
1269,2006,2006,3000.0,180000,silver,fair,hybrid,automatic,hatchback
